,smiles,cluster_id
129,CCOc1ccc(F)c(C(=O)Nc2ccc(F)c(C(N)=O)c2)c1F,246
130,NC(=O)C(CO)NC(=O)c1ccc(-c2cc(F)cc(F)c2)nc1C1CCC1,246
131,Cc1cc(OC(F)F)cc(C(=O)NCC(N)=O)n1,246
132,N#CCC(=O)N1CCC(c2ccc(-c3ccc(C(N)=O)c(NC4CCOCC4)c3)cc2F)CC1,118
133,C[C@@H]1CN(c2cc(F)c(-c3cnc(N(C)C)nc3)cc2NC(=O)c2c[nH]c(=O)cc2C(F)(F)F)C[C@H](C)N1C,118
134,C[C@H]1CN(c2cc(F)c(C3=CCN(c4ncc(C#N)cn4)CC3)cc2NC(=O)c2c[nH]c(=O)cc2C(F)(F)F)CCN1C,118
135,Cc1cccc(OCC(=O)Nc2cc(NC(=O)c3ccc4nc(N5CCC(C(N)=O)CC5)c(F)cc4c3)ccc2C)c1,118
136,CCc1cc2c(N3CCN(CC(C)O)CC3)nc(C)c(C)n2n1,0
137,O=C(c1cccc(-n2cccc2)c1)N1CC(O)C(N2CCOCC2)C1,0
138,COc1cc(C)c(C(O)CN2CCN(CCO)CC2)cc1C,0
139,CC(C)c1ccc(C(O)CCN2CCN(CCO)CC2)cc1.Cl,0
140,COc1ccc(NC(=O)N(C)CCC(F)(F)F)c(OC(F)F)c1,181
141,N#Cc1ccc(C(c2cccc(C(N)(CF)CF)n2)(C(F)(F)F)C(F)(F)F)cc1C(F)(F)F,181
142,Cc1ccc(C2=C(NC(=O)c3ccncc3)C(C)(O)C(F)(F)C(F)(F)C2(F)F)cc1,181
143,Nc1cnc(NCc2ccc(-n3nc(C(F)(F)F)cc3C(F)(F)F)cc2)nc1,181
144,OC[C@@H]1O[C@@H](n2cnc3c(NCc4ccc(Cl)cc4)ncnc32)[C@H](O)[C@@H]1O,97
145,Nc1ncnc2c1ncn2[C@@H]1O[C@H](/C=C\c2ccccc2)[C@@H](O)[C@H]1O,97
146,CCCCC#Cc1nc(NCc2ccccc2)c2ncn([C@@H]3O[C@H](CNC(=O)CCl)[C@@H](O)[C@H]3O)c2n1,97
147,CS[C@H]1O[C@@H](n2cnc3c(Nc4ccc(Cl)cc4)c(Cl)cnc32)[C@H](O)[C@@H]1O,97
148,C=C1/C(=C\C=C2/CCC[C@]3(C)[C@@H]([C@H](C)CCCC(O)(CC)CC)CC[C@@H]23)C[C@@H](O)C[C@@H]1O,220
149,CC(N)C1CCC2C3CCC4CC(O)CCC4(C)C3CCC12C,220
150,CC1(C)C2CCC3(C)C(O)CCC3CC21,220
151,CC12CCC3C(CCC4CC(O)CCC43C)C1CC=C2c1ccc2ncnn2c1,220
152,Cn1c(=O)c(-c2c(Cl)cccc2Cl)cc2cnc(N3CCNCC3)nc21,64
153,CCCNC(=O)N1CCN(C2(CNC(=O)c3c(Cl)cncc3Cl)CCCCC2)CC1,64
154,COc1ccc(N2CCN(CCN3CCN(c4cccc(Cl)c4)CC3)C2=O)cc1.Cl,64
155,Cn1c(N2CCN(c3ncccn3)CC2)nc(-c2ccc(Cl)cc2Cl)c(F)c1=O,64
156,C[C@](O)(Cn1cc(-c2cccc(F)c2)cn1)C(=O)Nc1ccc(C#N)c(C(F)F)c1,41
157,COc1cccc(C2CCN(C(=O)c3ccc(C#N)c(C)c3)CC2)c1C(F)(F)F,41
158,COc1c(F)cc(Nc2ncc(C(F)(F)F)c(Nc3cnc(C#N)c(O[C@@H]4CCNC4)n3)n2)cc1F,41
159,N#CC1(C(=O)Nc2cc(Nc3nc(-c4cccc(C(F)(F)F)n4)nn4cccc34)ccn2)CC1,41
160,O=C1NC(=O)C(CCC(=O)N2CC=C(c3ccc(Cl)cc3)CC2)(C2CCC2)N1,131
161,Cn1c(=O)n(C)c2cc(CN(CC3CC3)C(=O)CC(C)(C)CC3(C)NC(=O)NC3=O)ccc21,131
162,COc1ccc(-c2cn(C3CCN(CCN4C(=O)CC5(C(=O)Nc6ccccc65)C4=O)CC3)nn2)cc1,131
163,CC1CCN(Cc2ccc(NC(=O)CCN3C(=O)NC4(CCCC4)C3=O)cc2)CC1,131
164,Cc1ccc(C)c(C#Cc2cccc(C3OC(CO)C(O)C(O)C3O)c2)c1,169
165,OC[C@H]1O[C@H](Oc2ccc(Br)cc2)[C@@H](O)[C@@H](OC/C=C/c2ccc(F)cc2)[C@@H]1O,169
166,COc1ccc(C(O)c2cc(COC3OC(CO)C(O)C(O)C3O)ccc2OC)cc1,169
167,O=C1N(Cc2ccc(CO)cc2)[C@H]([C@H](O)CO)[C@H](O)[C@H](COCc2ccccc2)N1Cc1ccc(C(F)(F)F)cc1,169
168,COc1cc(-c2ccc(C#N)c(F)c2)ccc1CC#N,111
169,CCN(CC)C(=O)CC(c1cccnc1)C(C#N)C#N,111
170,CCc1ccc(-c2cc(C#N)nn2-c2ccc(C#N)cc2)cc1C,111
171,CCOc1cccc(-c2c(C#N)c(O)nc(SCC(=O)N3CCCCCC3)c2C#N)c1,111
172,N#CCc1nc2cc(Cl)ccc2n1Cc1ccc(N)nc1,239
173,Cc1cc(C(CCC#N)c2ccc(Cl)cc2)cc(C)c1N,239
174,COc1cccc(-c2nnn(-c3cccc(C#N)c3)c2N)c1,239
175,N#Cc1ccccc1CN1CCC(c2nc(N)no2)CC1,239
176,O=C(c1cc(Cc2n[nH]c(=O)c3c2CCCC3)ccc1F)N1CCN(C(=O)C2(O)CC2)CC1,147
177,O=C(c1ccc(N2CCOCC2)c(OCc2ccccc2)c1)N1CCN(c2ccccc2F)CC1,147
178,O=C(COc1ccc(Cn2ccnc2)cc1)N1CCN(C(=O)Cc2ccccc2)CC1,147
179,COc1ccc(-c2nc3ccc(F)cn3c2CN2CCN(C(=O)Nc3ccc(F)c(F)c3)CC2)cc1OC,147
180,COc1ccc2nc(OC)c(O[C@@H]3OC[C@](C)(OC)[C@@H]3OC(=O)NCc3ccccc3)cc2c1,194
181,O=C(NC(Cc1ccc2ccccc2c1)C(=O)N1CCC(Cc2ccccc2)CC1)OCc1ccccc1,194
182,CC(C)(C)OC(=O)N[C@@H](Cc1c[nH]c2ccccc12)C(=O)N[C@H]1CCCNC1=O,194
183,Cc1ccc(C[C@H](NC(=O)[C@H](CCc2ccccc2)NC(=O)OC(C)(C)C)B(O)O)c(F)c1,194
184,COc1ccc(Oc2ncoc2-c2ccc3nc(Nc4cc(CN5CCN(C(=O)N(C)C)CC5)ccn4)[nH]c3c2)cc1F,173
185,COc1ccc2c(c1)oc(=O)n2Cc1nc(CCOc2cc(C)cc(C)c2)no1,173
186,Cc1ccc2nc(-c3ccc(Cn4c(CCF)nc5cc(C(=O)NC(C)c6cocn6)ccc54)cc3)oc2c1,173
187,Cc1cccc2nc(-c3c(N[C@@H]4CCCNC4)nc(N4CCCC(N)C4)[nH]c3=O)oc12,173
188,C=CCOc1ccc(Br)c2c1B(O)OC2CN.Cl,7
189,CN(C)CCC1c2ccccc2Oc2ncccc21.Cl,7
190,COc1cccc(-c2ccc([C@H]3C[C@@H]3CN)cc2)c1.Cl,7
191,CCN(CC)CCN1C(=O)CNc2cc(Br)ccc21.Cl,7
192,Cc1ccc(-c2nnc(-n3c(-c4ccccc4)cc4c3CCCC4)s2)cc1,188
193,c1ccc(CCC2(c3ccccc3)CCN(Cc3ccc4[nH]ccc4c3)CC2)cc1,188
194,c1ccc(CCNCc2ccc(OCCc3ccccc3)cc2)cc1,188
195,CCCCc1nc(C)c[n+](Cc2ccc(C(c3ccccc3)c3ccccc3)cc2)c1N,188
196,CCc1cc(CN2CC[C@@H](Oc3ccc(C(=O)N4CCC(C)CC4)cc3)C2)ccc1OC,245
197,O=C(NC1CCCCC1)C1CCN(Cc2cccc(NC(=O)N3CCCC3)c2)CC1,245
198,CC(=O)N1CCC(c2n[nH]c3ccc(C(=O)NC4CCCC(Cc5ccc(F)cc5)N(CC5CC5)C4=O)cc23)CC1,245
199,CN[C@@H](C)C(=O)N[C@H]1CCC[C@H]2C[C@H]3CCN(CCc4ccccc4)C[C@H]3N2C1=O,245
200,Cc1nn(C)c(C)c1NC(=O)CNC(=O)NCc1cccc(C(F)(F)F)c1,164
201,O=C(Nc1ccccc1)Nc1cccc(-c2nc3ccc(C(F)(F)F)cc3c(=O)o2)c1,164
202,O=C(Nc1ccc(C2CCNC2)cc1)Nc1ccc(C(F)(F)F)cc1,164
203,Cc1ccc(Oc2ccc(NC(=O)Nc3ccc(Cl)c(C(F)(F)F)c3)cc2)nc1,164
204,O=C1NCCc2[nH]c(-c3cccc4nc(CCC5CC5)oc34)cc21,222
205,Cc1ccc(-c2nc(CN3CC(n4cccc(C)c4=O)C3)co2)cc1,222
206,CC1COCCN1C(=O)Cn1c(=O)oc2ccccc21,222
207,COc1ncccc1CCC(=O)N1CCCC(c2nc3ccccc3o2)C1,222
208,N#Cc1c(N)[nH]c(=N)[nH]c1=NC(F)(F)F,218
209,N#Cc1ccc(C(F)(F)F)c(CN2C(=O)OC[C@@H]2C2CCCCC2)c1,218
210,Cn1ccnc1Cn1cc(C#N)c2cc(OC(F)(F)F)ccc21,218
211,N#Cc1nccnc1Nc1nc(C(F)(F)F)ccc1F,218
212,Brc1cc(N2CCCC2)ccc1OCCCCN1CCCC1,166
213,Cc1ccc2c(c1)c1c(n2CCCN2CCCCC2)CCCC1,166
214,c1cc2c(cc1CCN1C[C@@H]3CN(CC4CC4)C[C@@H]3C1)OCO2,166
215,CCCCCCCCn1cc(CN2CCCCC2)c2ccccc21,166
216,Cc1ncc(CN2CCN(c3nnc4ccccn34)CC2)s1,34
217,CN(C)C1CCN(c2nc(-c3ccc(Cl)c(OCC4CC4)c3)cs2)CC1,34
218,COCCN1CCC(COc2nc3c(s2)CCCO3)CC1,34
219,Cc1csc(CN2CCC(OCc3ccccc3)CC2)n1,34
220,N#CCC1(n2cc(C(N)=O)c(Nc3ccc(F)cc3)n2)CCN(C(=O)C2CCOCC2)CC1,247
221,N#CCC1(n2cc(C(=N)O)c(Nc3ccc(F)cc3)n2)CCC(N2CCC(F)(F)CC2)CC1,247
222,CNC(=O)[C@@H]1CCCN1C(=O)c1ccc(C[C@H](C#N)NC(=O)[C@H]2N[C@@H]3CC[C@H]2C3)c(F)c1,247
223,N#CC1CCCCC1NC(=O)c1ccc([C@H]2CN(C(=O)c3ccc4[nH]nnc4c3)CCN2)cc1,247
224,C[C@@H]1CN(C(=O)N[C@@H]2C[C@@H]3CC[C@H]2N3C#N)CCN1c1ccc(C#N)cn1,176
225,CCCCCCCN1CCN(c2ccc(C#N)cc2)CC1,176
226,CSc1cc2nc(N3CCC(C)CC3)nc(N3CCN(C)CC3)c2cc1C#N,176
227,Cc1ccccc1C(=O)N1CCN(c2ncccc2C#N)CC1,176
228,COc1cc(NC(=N)c2ccc(C(C)C)cc2)ccc1-c1cnco1,33
229,CCCCCNCc1coc(-c2cccc(OC)c2)n1,33
230,COc1ccc(CCNCc2coc(-c3ccc(C)cc3)n2)cc1OC,33
231,COc1ccc(OC)c(CN(C)Cc2nc3ccccc3o2)c1,33
232,N#Cc1cc2c(nc1SC/C(=N\O)C(=O)Nc1ccccc1)CCCC2,133
233,O/N=C1\c2ccccc2-c2c1c(N1CCN(c3ccccn3)CC1)nc1ccc(Br)cc21,133
234,CN(C)CCON=CC1C(c2c(F)cccc2F)CC2CCC1N2C,133
235,CO/N=C1\CCc2ccc(C(=O)NCc3c(C)cc(C)[nH]c3=O)cc21,133
236,CN1CCCC(COCc2cc(C(F)(F)F)cc(C(F)(F)F)c2)(NC(=O)c2cc(=O)[nH]c(-c3ccccc3)n2)C1,158
237,CCN(c1ccc(C(=O)N2CCC(C(F)(F)F)(C(O)(C(F)(F)F)C(F)(F)F)CC2)cc1)C(CO)CO,158
238,Cn1ccc(C(=O)Nc2ncc(SCc3cc(C(F)(F)F)cc(C(F)(F)F)c3)s2)n1,158
239,C=CCN(Cc1cc(C(F)(F)F)cc(C(F)(F)F)c1)c1ccc(C(=O)NCc2ccccc2)cn1,158
240,CC(C)C(C)(C#N)NC(=O)CSc1nc[nH]n1,168
241,CCc1c(O)nc(SCc2ccc(C#N)cc2)nc1O,168
242,CCCn1c(=O)[nH]c(=O)c2c(SCC#N)nc(C3CC3)nc21,168
243,N#Cc1ccc(OCCSc2nnc3ccccn23)cc1,168
244,COc1c(F)cc(NC(=O)Nc2cccnc2)cc1F,205
245,CN1C=C(c2ccc(F)cc2F)C(c2ccc(F)cc2F)C1,205
246,CC(NC(=O)NCCNC(=O)c1ccccc1F)c1ccc(F)c(F)c1,205
247,CN(C)c1cccc(C(=O)Nc2ccc(F)c(F)c2F)c1,205
248,NC(=O)[C@@H]1CCCC1NC(=O)N1Cc2c(NC(=O)C3CC3)n[nH]c2C1(CCCCc1ccccc1)CC1CC1,230
249,O=C(Nc1cc(C2CC2)[nH]n1)[C@H]1CCC[C@H]1C(=O)N1CCN(C2CCCC2)CC1,230
250,Cc1ccc(CNC(=O)[C@H]2[C@H](C(=O)NCCCCN3CCCC3)[C@H]3C=C[C@@H]2C32CC2)o1,230
251,C[C@@H](NC(=O)Nc1nnc(C2CC2)s1)c1ccc(C2CC2NC2CCOCC2)cc1,230
252,CCOc1ccc(Nc2nc(N3CCOCC3)cc(N3CCOCC3)n2)cc1,183
253,CC1COCCN1c1nc(N2CCOCC2C)c2ccc(-c3ccc(N)nc3)nc2n1,183
254,N#Cc1nc(C2CC2)oc1N1CCN(CCC(=O)Nc2ccccc2N2CCOCC2)CC1,183
255,Cc1ccc2[nH]c3c(c2c1)CCN1C(=O)C(CC(=O)NCCN2CCOCC2)CC(C(=O)N2CCOCC2)C31C,183
256,COc1ccc(-c2ccc(CC#N)c(=O)n2C(C)C)cc1,85
